slug,type,title_length,excerpt_length,flags,title,excerpt,updated_at
apple-macbook-pro-49,ARTICLE,17,80,title_too_short|weak_intent_keyword|excerpt_too_short,Apple MacBook Pro,Apple MacBook Pro MD101LL/A 13.3-Inch Laptop Core i5 2GB RAM 500GB HDD (Renewed),2026-02-18T06:36:11.094Z
apple-macbook-pro-50,ARTICLE,17,101,title_too_short|weak_intent_keyword|excerpt_too_short,Apple MacBook Pro,"Apple Mid 2019 MacBook Pro with 1.4GHz Intel Core i5, 13.3-inch, 8GB RAM, 256GB SSD, Silver (Renewed)",2026-02-18T06:36:10.955Z
szwdo-wireless-earbuds-bluetooth-5-4-ear-buds-with-smart-touchscreen-case-enc-noise-cancelling-headphones-with-48h-playtime-bass-stereo-sound-compatible-with-iphone-air-17-16-15-14-android-pad,ARTICLE,197,10,title_too_long|weak_intent_keyword|excerpt_too_short,"Szwdo Wireless Earbuds, Bluetooth 5.4 Ear Buds with Smart Touchscreen Case, ENC Noise Cancelling Headphones with 48H Playtime, Bass Stereo Sound, Compatible with iPhone Air/17/16/15/14/Android, Pad",Join Prime,2026-02-18T06:36:10.816Z
jbl-tour-pro-2-true-wireless-noise-cancelling-earbuds-with-smart-charging-case-6-mic-perfect-calls-with-voice-control-up-to-40hrs-of-playtime-immersive-spatial-sound-black,ARTICLE,178,424,title_too_long|weak_intent_keyword|excerpt_too_long,"JBL Tour Pro 2 - True Wireless Noise Cancelling Earbuds with Smart Charging Case, 6-mic Perfect Calls with Voice Control, Up to 40hrs of Playtime, Immersive Spatial Sound (Black)","The JBL Tour Pro 2's True Adaptive Noise Cancelling technology tunes out distractions so you can enjoy your favorite audio—or even the sound of silence—all powered by legendary JBL Pro Sound and experience seamless, superb sound on the go. The unique smart charging case allows you to control the earbuds' settings without using your phone or the App. Immerse yourself in spatial audio for up to 40 hours on a single charge.",2026-02-18T06:36:10.681Z
smart-watch-with-alexa-built-in-4,ARTICLE,31,199,title_too_short|weak_intent_keyword|excerpt_too_long,Smart Watch with Alexa Built-in,"Smart Watch with Alexa Built-in, 1.83"" HD Touchscreen Fitness Tracker with Bluetooth Calling, Fitness Watch with Heart Rate/Sleep Monitor/120+ Sports, IP68 Waterproof Smartwatch for Android iOS, Pink",2026-02-18T06:36:10.544Z
samsung-galaxy-watch-4-7,ARTICLE,22,78,title_too_short|weak_intent_keyword|excerpt_too_short,Samsung Galaxy Watch 4,"Samsung Galaxy Watch 4 Bluetooth &amp; GPS Smartwatch, 44mm - Silver (Renewed)",2026-02-18T06:36:10.404Z
apple-macbook-air-late-2020,ARTICLE,27,99,title_too_short|weak_intent_keyword|excerpt_too_short,Apple MacBook Air Late 2020,"Apple MacBook Air Late 2020 with Apple M1 Chip (13.3 inch, 8GB RAM, 256GB SSD) Space Gray (Renewed)",2026-02-18T06:36:10.264Z
apple-macbook-pro-13-3in-laptop,ARTICLE,31,90,title_too_short|weak_intent_keyword|excerpt_too_short,Apple MacBook Pro 13.3in Laptop,Apple Macbook Pro 13.3in Laptop Computer Intel Core i5 2.5Ghz 8GB 500GB MD101LLA (Renewed),2026-02-18T06:36:10.130Z
smart-caregiver-bed-exit-alarm-with-wireless-pager-early-alert-fall-prevention-for-seniors-and-elderly-weight-sensing-bed-pad-alerts-caregiver-when-they-get-up-usa-company-and-customer-service,ARTICLE,198,215,title_too_long|weak_intent_keyword|excerpt_too_long,Smart Caregiver Bed Exit Alarm with Wireless Pager - Early Alert Fall Prevention for Seniors and Elderly - Weight Sensing Bed Pad Alerts Caregiver When They Get Up - USA Company and Customer Service,"Color White Brand Smart Caregiver Corporation Power Source Battery Powered Compatible Devices Call Buttons, Chair Pad, Door Exit Sensor, Floor Mat, Motion Sensor Product Dimensions 30&#034;L x 10&#034;W x 0.5&#034;H",2026-02-18T06:36:09.988Z
new-fi-series-3-smart-dog-tracker-collar-12-month-membership-included-gps-tracker-for-dogs-with-health-behavior-monitoring-escape-alerts-waterproof-led-apple-watch-compatible-blue-large,ARTICLE,201,119,title_too_long|weak_intent_keyword,"New Fi Series 3+ Smart Dog Tracker Collar [12 Month Membership Included] GPS Tracker for Dogs with Health &amp; Behavior Monitoring, Escape Alerts, Waterproof, LED, Apple Watch Compatible (Blue, Large)","Brand Fi Supported Application Fi app Included Components Charger, USB Cable Battery Life 3 months Item Weight 77 Grams",2026-02-18T06:36:09.853Z
jbl-tune-flex-true-wireless-noise-cancelling-earbuds-blue-small,ARTICLE,68,693,weak_intent_keyword|excerpt_too_long,"JBL Tune Flex - True Wireless Noise Cancelling Earbuds (Blue), Small","Tackle your day one song at a time with the JBL Tune Flex. These true wireless earbuds give you up to 32 hours of exceptional JBL Pure Bass Sound, while the ergonomic and water-resistant design gives you all-day comfort in any weather. A simple touch allows you to manage and enjoy perfect calls anywhere, without ambient noises. And with Active Noise Cancelling and Smart Ambient technology, you choose whether you want to tune out the world or engage with your surroundings. The light stick open design ensures comfort all-day long and natural sound awareness. Best of all, the JBL Headphones App lets you personalize your entire listening experience. Stay connected to your world, your way.",2026-02-18T06:36:09.716Z
samsung-galaxy-watch-8-2,ARTICLE,22,192,title_too_short|weak_intent_keyword|excerpt_too_long,Samsung Galaxy Watch 8,"Samsung Galaxy Watch 8 (2025) 40mm Bluetooth Smartwatch, Cushion Design, Fitness Tracker, Sleep Coaching, Running Coach, Energy Score, Heart Rate Tracking, Graphite [US Version, 2 Yr Warranty]",2026-02-18T06:36:09.560Z
smart-watch-for-men-women-13,ARTICLE,25,204,title_too_short|weak_intent_keyword|excerpt_too_long,Smart Watch for Men Women,"Smart Watch for Men Women, 1.83"" HD Touchscreen Fitness Watch with Bluetooth Call&amp;Message Notifications, 110+Sport Modes, 24/7 Heart Rate/Sleep Monitor, IP68 Waterproof Fitness Tracker for Android iOS",2026-02-18T06:36:09.412Z
apple-macbook-air-55,ARTICLE,17,106,title_too_short|weak_intent_keyword|excerpt_too_short,Apple MacBook Air,"Apple Early 2020 MacBook Air with 1.1 GHz Intel Core i5, 13-inch, 8GB RAM, 512GB SSD, Space Gray (Renewed)",2026-02-18T06:36:09.271Z
samsung-galaxy-watch-6-2,ARTICLE,22,170,title_too_short|weak_intent_keyword,SAMSUNG Galaxy Watch 6,"SAMSUNG Galaxy Watch 6 40mm Bluetooth Smartwatch w/ Fitness Tracker, Personalized HR Zones, Advanced Sleep Coaching, Heart Monitor, BIA Sensor, US Version, Gold (Renewed)",2026-02-18T06:36:09.137Z
samsung-galaxy-watch-5-4,ARTICLE,22,183,title_too_short|weak_intent_keyword|excerpt_too_long,SAMSUNG Galaxy Watch 5,"SAMSUNG Galaxy Watch 5 40mm Bluetooth Smartwatch w/Body, Health, Fitness and Sleep Tracker, Improved Battery, Sapphire Crystal Glass, Enhanced GPS Tracking, US Version, Gray (Renewed)",2026-02-18T06:36:09.001Z
apple-macbook-pro-45,ARTICLE,17,106,title_too_short|weak_intent_keyword|excerpt_too_short,Apple MacBook Pro,"Apple 2017 MacBook Pro with 2.3GHz Intel Core i5, 13-inch, 8GB RAM, 128 SSD Storage - Space Gray (Renewed)",2026-02-18T06:36:08.865Z
apple-macbook-air-53,ARTICLE,17,77,title_too_short|weak_intent_keyword|excerpt_too_short,Apple MacBook Air,"Apple MacBook Air 11-inch MD223LL/A (4GB RAM, 64GB HD, macOS 10.13) (Renewed)",2026-02-18T06:36:08.729Z
smart-caregiver-floor-mat-alarm-and-pager-system-includes-wireless-pager-that-alerts-when-someone-steps-on-the-durable-24in-x-48in-floor-mat-sensor,ARTICLE,149,699,title_too_long|weak_intent_keyword|excerpt_too_long,Smart Caregiver Floor Mat Alarm and Pager System - Includes Wireless Pager That Alerts When Someone Steps on The Durable 24in x 48in Floor Mat Sensor,"This Patient Alert system includes a Caregiver Pager that will receive a signal from the Floor Pressure Mat once pressure has been applied to the mat. The pressure sensing floor mat can be placed next to the patient's bed or by an exit door. The weight sensing floor mat sends a signal to the pager up to 300 feet away (depending on the setting), giving the caregiver peace of mind that they can tend to other tasks while being alerted of a potential fall or wandering risk before an event occurs. The caregiver pager alerts with the caregiver to prevent patients from being startled. Pager requires two AA batteries (not included). Floor mat and caregiver pager system comes with a 1-year warranty.",2026-02-18T06:36:08.589Z
pet-tracker-tag-for-dogs-cats-with-silicone-collar-holder-works-with-apple-find-my-android-find-hub-ip65-waterproof-bluetooth-anti-lost-locator-black-2pack,ARTICLE,172,509,title_too_long|weak_intent_keyword|excerpt_too_long,"Pet Tracker Tag for Dogs &amp; Cats with Silicone Collar Holder, Works with Apple Find My &amp; Android Find Hub, IP65 Waterproof Bluetooth Anti-Lost Locator (Black, 2Pack)","Brand Hyphoon Supported Application Find Hub, Find My Compatible Devices For Android: Google Pixel 6 / 7 / 8 / 9 series, Samsung Galaxy S21 / S22 / S23 / S24 / S25 series, OnePlus, Xiaomi, OPPO, vivo and other Android 11 or above devices supporting Find My Device / Find Hub network, For Apple: iPhone 11 / 12 / 13 / 14 / 15 / 16 / 17 (all models including Pro, Pro Max, Plus, mini), iPad Pro / Air / mini (iPadOS 14.5 or later), MacBook, iMac, Mac mini (macOS Monterey or later) See more Manufacturer Hyphoon",2026-02-18T06:36:08.452Z
jbl-tune-buds-2-true-wireless-noise-cancelling-earbuds-spatial-sound-and-smart-ambient-technology-6-mics-for-perfect-calls-up-to-48hrs-of-playback-ip54-dust-water-resistant-white,ARTICLE,191,721,title_too_long|weak_intent_keyword|excerpt_too_long,"JBL Tune Buds 2 - True Wireless Noise Cancelling Earbuds Spatial Sound and Smart Ambient Technology, 6 mics for Perfect Calls, up to 48Hrs of Playback, IP54 Dust &amp; Water Resistant (White)","Take on your day one song at a time with JBL Tune Buds 2 true wireless earbuds and Adaptive Noise Cancelling. They deliver up to 48 hours of exceptional JBL Pure Bass Sound and JBL Spatial Sound, while the ergonomic (and water and dust resistant) design gives you all-day comfort in any weather. Enjoy perfect-sounding calls without ambient noise, all managed using intuitive touch controls. With Adaptive Noise Cancelling and Smart Ambient technology, you can tune out the world, or choose how much you engage with your surroundings. You can even personalize your sound experience with the JBL Headphones app and tailor audio around you with Personi-Fi 3.0. Pop in the JBL Tune Buds 2 and experience your world your way.",2026-02-18T06:36:08.317Z
apple-watch-series-7,ARTICLE,20,90,title_too_short|weak_intent_keyword|excerpt_too_short,Apple Watch Series 7,"Apple Watch Series 7 (GPS, 45mm) Midnight Aluminum Case with Midnight Sport Band (Renewed)",2026-02-18T06:36:08.172Z
samsung-galaxy-watch-5-5,ARTICLE,22,193,title_too_short|weak_intent_keyword|excerpt_too_long,Samsung Galaxy Watch 5,"Samsung Galaxy Watch 5 (40mm, WIFI + 4G LTE) 1.2"" Super AMOLED Smartwatch GPS Bluetooth w/ Advanced Sleep Coaching, Bioactive Sensor, Water Resistant R905U (Generic Charger, Graphite) (Renewed)",2026-02-18T06:36:08.036Z
apple-macbook-air-54,ARTICLE,17,106,title_too_short|weak_intent_keyword|excerpt_too_short,Apple MacBook Air,"Apple 13.3 inches MacBook Air Retina display, 1.6GHz dual-core Intel Core i5, 256GB - Space Gray (Renewed)",2026-02-18T06:36:07.884Z
pelegon-toilet-safety-rails-350-lb-adjustable-toilet-safety-frame-rails-toilet-safety-rail-for-elderly-adults-toilet-handles-for-seniors-toilet-bars-for-elderly-handicap,ARTICLE,188,117,title_too_long|weak_intent_keyword,"PELEGON Toilet Safety Rails (350 lb) - Adjustable Toilet Safety Frame &amp; Rails, Toilet Safety Rail for Elderly Adults, Toilet Handles for Seniors, Toilet Bars for Elderly &amp; Handicap",Brand PELEGON Material Aluminum Color Dark Blue Item Weight 2.52 Kilograms Product Dimensions 30&#034;L x 24.5&#034;W,2026-02-18T06:36:07.743Z
spring-seaon-patient-positioning-bed-pad-with-handles-transfer-slide-sheet-for-elderly-care-waterproof-washable-draw-sheet-for-hospital-or-home-use-46-5-x-38-5-400-lbs-sup-2,ARTICLE,204,10,title_too_long|weak_intent_keyword|excerpt_too_short,"SPRING SEAON Patient Positioning Bed Pad with Handles – Transfer &amp; Slide Sheet for Elderly Care, Waterproof Washable Draw Sheet for Hospital or Home Use, 46.5&#034; x 38.5&#034;, 400 LBS Support,Black",Join Prime,2026-02-18T06:36:07.599Z
apple-macbook-pro-43,ARTICLE,17,101,title_too_short|weak_intent_keyword|excerpt_too_short,Apple MacBook Pro,"Apple MacBook Pro 15in Core i7 2.8GHz Retina (MGXG2LL/A), 16GB RAM, 512GB Solid State Drive (Renewed)",2026-02-18T06:36:07.457Z
apple-2021-macbook-pro-3,ARTICLE,22,103,title_too_short|weak_intent_keyword|excerpt_too_short,Apple 2021 MacBook Pro,"Apple 2021 MacBook Pro with Apple M1 Pro Chip (16-inch, 32GB RAM, 1TB SSD Storage) Space Gray (Renewed)",2026-02-18T06:36:07.320Z
transfer-sling-transfer-belt-gait-belts-for-seniors-heavy-duty-patient-lift-belt-lift-sling-mobility-standing-and-lifting-aid-for-disabled-elderly-injured-safely-move-from-bed-and-wheelchair,ARTICLE,196,10,title_too_long|weak_intent_keyword|excerpt_too_short,"Transfer Sling, Transfer Belt Gait Belts for Seniors, Heavy Duty Patient Lift Belt, Lift Sling Mobility Standing and Lifting Aid for Disabled, Elderly, Injured- Safely Move from Bed and Wheelchair",Join Prime,2026-02-18T06:36:07.185Z
trausi-smart-watches-6,ARTICLE,20,163,title_too_short|weak_intent_keyword,TRAUSI Smart Watches,"TRAUSI Smart Watches for Women Men, 1.83"" HD Smartwatch with 120 Sports Modes, IP67 Waterproof, Bluetooth Call, Music Control, Heart Rate and Sleep Monitor (Black)",2026-02-18T06:36:07.034Z
amazfit-bip-u-pro-2,ARTICLE,17,208,title_too_short|weak_intent_keyword|excerpt_too_long,Amazfit Bip U Pro,"Amazfit Bip 6 Smart Watch 46mm, 14 Day Battery, 1.97"" AMOLED Display, GPS &amp; Free Maps, AI, Bluetooth Call &amp; Text, Health, Fitness &amp; Sleep Tracker, 140+ Workout Modes, 5 ATM Water-Resistance, Blush",2026-02-18T06:36:06.897Z
apple-late-2019-macbook-pro-2,ARTICLE,27,103,title_too_short|weak_intent_keyword|excerpt_too_short,Apple Late 2019 MacBook Pro,"Apple Late 2019 MacBook Pro with 2.3GHz Intel Core i9 (16-inch, 32GB RAM, 1TB SSD) Space Gray (Renewed)",2026-02-18T06:36:06.761Z
apple-macbook-pro-44,ARTICLE,17,97,title_too_short|weak_intent_keyword|excerpt_too_short,Apple MacBook Pro,"Apple 2019 MacBook Pro with Intel Core i9, 16.2-inch, 16GB RAM, 1TB SSD Storage, Silver (Renewed)",2026-02-18T06:36:06.621Z
perlecare-electric-chair-lift-308-lbs-floor-lift-for-elderly-falls-ip68-waterproof-bath-lift-for-tub-foldable-wireless-rechargeable-design-remote-control-for-fall-recovery-ho,ARTICLE,199,10,title_too_long|weak_intent_keyword|excerpt_too_short,"PERLECARE Electric Chair Lift – 308 lbs Floor Lift for Elderly Falls, IP68 Waterproof Bath Lift for Tub, Foldable &amp; Wireless Rechargeable Design, Remote Control, for Fall Recovery &amp; Home Care",Join Prime,2026-02-18T06:36:06.485Z
smart-watches-for-women,ARTICLE,23,190,title_too_short|weak_intent_keyword|excerpt_too_long,Smart Watches for Women,"Smart Watches for Women,1.8"" HD Display Compatible iPhone/Android (Answer/Make Calls),120+ Sport Modes Fitness Tracker with Heart Rate/Sleep/Sp02 Monitor,200+Watch Face IP68 Waterproof Watch",2026-02-18T06:36:06.348Z
handzee-smart-earphones-with-touchscreen-touch-screen-earbuds-wireless-headphones-bluetooth-5-4-touch-buds-with-led-screen-anc-enc-noise-cancelling-48h-playtime-for-work-sport-white,ARTICLE,190,82,title_too_long|weak_intent_keyword|excerpt_too_short,"Handzee Smart Earphones with Touchscreen, Touch Screen Earbuds, Wireless Headphones Bluetooth 5.4, Touch Buds with LED Screen, ANC/ENC Noise Cancelling, 48H Playtime, for Work, Sport (White)",Brand Handzee Color White Ear Placement In Ear Form Factor In Ear Impedance 32 Ohm,2026-02-18T06:36:06.211Z
smart-watch-for-women-android-iphone-alexa-built-in-ip68-waterproof-activity-fitness-tracker-with-bluetooth-call-answer-make-1-8-smartwatch-with-heart-rate-spo2-sleep-monitor-100-sports-mode,ARTICLE,204,204,title_too_long|weak_intent_keyword|excerpt_too_long,"Smart Watch for Women Android &amp; iPhone, Alexa Built-in, IP68 Waterproof Activity Fitness Tracker with Bluetooth Call (Answer/Make), 1.8"" Smartwatch with Heart Rate/SpO2/Sleep Monitor, 100+ Sports Mode","Smart Watch for Women Android &amp; iPhone, Alexa Built-in, IP68 Waterproof Activity Fitness Tracker with Bluetooth Call (Answer/Make), 1.8"" Smartwatch with Heart Rate/SpO2/Sleep Monitor, 100+ Sports Mode",2026-02-18T06:36:06.073Z
smart-watch-for-men-women-answer-make-calls-1-96-hd-fitness-watch-with-113-sports-heart-rate-monitor-sleep-monitor-activity-trackers-with-step-counter-ip68-waterproof-smartwatch-for-android-ios,ARTICLE,199,199,title_too_long|weak_intent_keyword|excerpt_too_long,"Smart Watch for Men Women Answer/Make Calls, 1.96"" HD Fitness Watch with 113+ Sports, Heart Rate Monitor Sleep Monitor Activity Trackers with Step Counter, IP68 Waterproof, Smartwatch for Android/iOS","Smart Watch for Men Women Answer/Make Calls, 1.96"" HD Fitness Watch with 113+ Sports, Heart Rate Monitor Sleep Monitor Activity Trackers with Step Counter, IP68 Waterproof, Smartwatch for Android/iOS",2026-02-18T06:36:05.927Z
apple-macbook-pro-14-3,ARTICLE,21,135,title_too_short|weak_intent_keyword,"Apple MacBook Pro 14""","Apple MacBook Pro 14"" with M5 Chip, 10-Core CPU and 10-Core GPU, Late 2025 - Space Black, Standard, 32GB Memory, 70W Adapter, 512GB SSD",2026-02-18T06:36:05.789Z
apple-macbook-air-52,ARTICLE,17,60,title_too_short|weak_intent_keyword|excerpt_too_short,Apple MacBook Air,Apple MacBook Air MJVP2LL/A 11.6-Inch 256GB Laptop (Renewed),2026-02-18T06:36:05.650Z
